,index,log-age-yr,Vmag,Kmag,V-F225W,V-F336W,V-F438W,V-F547M,V-F555W,V-F606W,V-F625W,V-F656N,V-F657N,V-F658N,V-F814W,log Nly,Mt/Lb,Mt/Lv,Mt/Lk,Z,Library
128,128,8.706547,3.9091,1.7422,0.329,0.2087,-0.1558,-0.0102,-0.0367,0.09,0.1793,0.3897,0.3079,0.3332,0.4783,40.8854,0.1864,0.3002,0.1639,0.0001,BaSeL
129,129,8.756545,3.9794,1.7959,0.2548,0.1766,-0.1693,-0.0102,-0.0397,0.092,0.1845,0.394,0.3137,0.3385,0.4865,40.9192,0.2,0.3185,0.1713,0.0001,BaSeL
130,130,8.806546,4.0652,1.8599,0.1877,0.1488,-0.1821,-0.0101,-0.0425,0.0938,0.1893,0.3969,0.3184,0.3427,0.4941,40.9519,0.2177,0.3427,0.1807,0.0001,BaSeL
131,131,8.856547,4.1737,1.9381,0.1417,0.1302,-0.1909,-0.01,-0.0445,0.0949,0.1924,0.3967,0.3206,0.3441,0.499,40.9832,0.2411,0.3766,0.193,0.0001,BaSeL
132,132,8.90655,4.2734,2.098,0.0756,0.1071,-0.2075,-0.0099,-0.0469,0.0957,0.195,0.3993,0.3234,0.3466,0.5002,40.9498,0.2667,0.4105,0.2224,0.0001,BaSeL
133,133,8.956548,4.3308,2.1867,-0.0039,0.0765,-0.2273,-0.01,-0.0498,0.0982,0.2003,0.4091,0.3313,0.3549,0.5138,40.9115,0.2843,0.4302,0.2399,0.0001,BaSeL
134,134,9.006552,4.3181,2.2293,-0.1131,0.0306,-0.2475,-0.0099,-0.0526,0.0992,0.2031,0.4149,0.3358,0.3596,0.5138,40.9689,0.2842,0.4228,0.2481,0.0001,BaSeL
135,135,9.056561,4.4414,1.9849,-0.2859,-0.0598,-0.3585,-0.0127,-0.0669,0.1251,0.2509,0.5173,0.4147,0.4453,0.6509,41.4021,0.3473,0.4708,0.1969,0.0001,BaSeL
136,136,9.106565,4.5186,2.4005,-0.373,-0.0978,-0.3965,-0.0131,-0.0715,0.1289,0.2591,0.5356,0.4288,0.4601,0.6533,41.2362,0.3813,0.5009,0.2861,0.0001,BaSeL
137,137,9.156549,4.5741,2.4329,-0.5025,-0.1479,-0.4394,-0.0138,-0.077,0.1364,0.2734,0.5642,0.4515,0.4843,0.6891,41.2371,0.4119,0.5223,0.2921,0.0001,BaSeL
138,138,9.206556,4.7595,2.5906,-0.4768,-0.1342,-0.4414,-0.0139,-0.078,0.1379,0.2766,0.5656,0.4542,0.4866,0.6965,41.2115,0.485,0.6138,0.3346,0.0001,BaSeL
139,139,9.225309,4.8011,2.7459,-0.4818,-0.1291,-0.4401,-0.0137,-0.078,0.1366,0.2746,0.5614,0.451,0.483,0.6873,41.1098,0.5016,0.6356,0.3846,0.0001,BaSeL
140,140,9.230449,4.8092,2.7564,-0.4863,-0.1301,-0.4413,-0.0137,-0.0781,0.1368,0.275,0.5621,0.4515,0.4835,0.6882,41.1071,0.5054,0.6397,0.388,0.0001,BaSeL
141,141,9.255273,4.8488,2.8091,-0.5082,-0.1349,-0.447,-0.0137,-0.0789,0.1376,0.2766,0.5649,0.4539,0.486,0.6919,41.0933,0.5241,0.6604,0.4054,0.0001,BaSeL
142,142,9.278753,4.8842,2.8575,-0.5347,-0.1419,-0.4538,-0.0138,-0.0798,0.1385,0.2785,0.5685,0.4567,0.489,0.6964,41.0789,0.5421,0.6792,0.422,0.0001,BaSeL
143,143,9.30103,4.9126,2.8963,-0.5658,-0.1528,-0.4626,-0.0139,-0.0808,0.1399,0.2811,0.5736,0.4609,0.4934,0.7031,41.064,0.5581,0.6943,0.4355,0.0001,BaSeL
144,144,9.322219,4.9443,2.929,-0.5915,-0.1619,-0.47,-0.0141,-0.0817,0.1412,0.2835,0.5781,0.4646,0.4974,0.7097,41.1514,0.5758,0.7119,0.447,0.0001,BaSeL
145,145,9.342422,4.9776,2.9698,-0.615,-0.1697,-0.4763,-0.0141,-0.0825,0.1422,0.2853,0.5817,0.4675,0.5005,0.7148,41.2567,0.5952,0.732,0.4628,0.0001,BaSeL
146,146,9.361728,5.0122,3.0133,-0.6347,-0.176,-0.4818,-0.0142,-0.083,0.1431,0.2869,0.5848,0.4699,0.5032,0.719,41.3627,0.6155,0.7536,0.4804,0.0001,BaSeL
147,147,9.380211,5.0511,3.064,-0.644,-0.1778,-0.4841,-0.0142,-0.0833,0.1434,0.2875,0.5856,0.4707,0.504,0.7206,41.4634,0.6375,0.7791,0.502,0.0001,BaSeL
148,148,9.39794,5.1058,3.1324,-0.6394,-0.1722,-0.4823,-0.0142,-0.0832,0.143,0.2869,0.5835,0.4694,0.5024,0.719,41.5566,0.6679,0.8173,0.5333,0.0001,BaSeL
149,149,9.414973,5.1413,3.1962,-0.6512,-0.1744,-0.4845,-0.0142,-0.0834,0.1431,0.2871,0.5836,0.4696,0.5026,0.7188,41.5462,0.6896,0.8424,0.5643,0.0001,BaSeL
150,150,9.439333,5.1795,3.2299,-0.6791,-0.1831,-0.4907,-0.0142,-0.084,0.1439,0.2886,0.5868,0.4722,0.5054,0.7232,41.5331,0.7155,0.8695,0.5801,0.0001,BaSeL
151,151,9.477121,5.2412,3.2873,-0.7217,-0.1961,-0.4999,-0.0144,-0.0849,0.1451,0.2907,0.5914,0.4757,0.5093,0.7294,41.5105,0.7589,0.9154,0.6083,0.0001,BaSeL
152,152,9.511884,5.2885,3.3314,-0.7761,-0.2142,-0.5126,-0.0145,-0.086,0.1469,0.2937,0.5985,0.4811,0.5152,0.7379,41.4866,0.797,0.9514,0.6303,0.0001,BaSeL
153,153,9.544068,5.3057,3.2133,-0.8572,-0.2577,-0.5425,-0.0154,-0.0893,0.1543,0.3066,0.6239,0.5014,0.5373,0.7821,41.4749,0.826,0.9622,0.5627,0.0001,BaSeL
154,154,9.574031,5.3157,3.1232,-0.9452,-0.3092,-0.5783,-0.0163,-0.0933,0.163,0.3214,0.6517,0.5243,0.562,0.84,41.4573,0.8547,0.9669,0.5156,0.0001,BaSeL
155,155,9.60206,5.327,3.1008,-1.0287,-0.3579,-0.6134,-0.0171,-0.0971,0.1706,0.3344,0.6751,0.5441,0.5831,0.8979,41.4393,0.8849,0.9729,0.5031,0.0001,BaSeL
156,156,9.628389,5.3406,3.136,-1.1028,-0.4038,-0.6471,-0.0177,-0.1008,0.1774,0.3459,0.6945,0.5612,0.601,0.9559,41.4209,0.917,0.9814,0.5176,0.0001,BaSeL
157,157,9.653213,5.3801,3.2385,-1.1479,-0.4276,-0.6666,-0.018,-0.103,0.1806,0.3513,0.703,0.5692,0.6092,0.99,41.3881,0.9623,1.0141,0.5668,0.0001,BaSeL
158,158,9.676694,5.4205,3.2812,-1.1832,-0.4351,-0.6724,-0.0181,-0.1033,0.181,0.352,0.7052,0.5708,0.611,0.9879,41.3758,1.0009,1.05,0.5881,0.0001,BaSeL
159,159,9.69897,5.4607,3.3239,-1.2168,-0.4422,-0.6778,-0.0182,-0.1036,0.1814,0.3526,0.7073,0.5723,0.6127,0.9857,41.3632,1.0407,1.0871,0.6102,0.0001,BaSeL
160,160,9.72016,5.5007,3.3666,-1.2483,-0.4488,-0.6829,-0.0182,-0.104,0.1817,0.3532,0.7093,0.5736,0.6142,0.9834,41.3501,1.0817,1.1253,0.6333,0.0001,BaSeL
161,161,9.740363,5.5405,3.4094,-1.277,-0.4547,-0.6877,-0.0183,-0.1042,0.1821,0.3538,0.7111,0.575,0.6157,0.981,41.3367,1.1239,1.1649,0.6574,0.0001,BaSeL
162,162,9.759667,5.5802,3.4524,-1.3022,-0.4602,-0.6919,-0.0184,-0.1045,0.1824,0.3543,0.7128,0.5762,0.617,0.9786,41.3228,1.1672,1.2058,0.6826,0.0001,BaSeL
163,163,9.778152,5.6207,3.4968,-1.3229,-0.4643,-0.695,-0.0184,-0.1047,0.1825,0.3546,0.7139,0.577,0.6179,0.9757,41.3085,1.2122,1.2492,0.7097,0.0001,BaSeL
164,164,9.79588,5.6661,3.5542,-1.3302,-0.4629,-0.6933,-0.0184,-0.1044,0.1819,0.3536,0.7124,0.5756,0.6165,0.9685,41.2851,1.2598,1.3001,0.7468,0.0001,BaSeL
165,165,9.812913,5.6946,3.5857,-1.3458,-0.4698,-0.6949,-0.0184,-0.1045,0.1821,0.3539,0.7133,0.5764,0.6173,0.9661,41.278,1.2926,1.3323,0.7674,0.0001,BaSeL
166,166,9.829304,5.7229,3.617,-1.3604,-0.4761,-0.6965,-0.0185,-0.1046,0.1822,0.3542,0.7142,0.577,0.618,0.9637,41.2707,1.326,1.365,0.7885,0.0001,BaSeL
167,167,9.845098,5.7511,3.6483,-1.374,-0.4822,-0.6979,-0.0185,-0.1046,0.1824,0.3545,0.715,0.5777,0.6187,0.9613,41.2631,1.3602,1.3986,0.8102,0.0001,BaSeL
168,168,9.860338,5.7792,3.6795,-1.3865,-0.4878,-0.6991,-0.0186,-0.1047,0.1825,0.3547,0.7157,0.5782,0.6193,0.9589,41.2553,1.395,1.433,0.8325,0.0001,BaSeL
169,169,9.875061,5.8072,3.7107,-1.3975,-0.4929,-0.7002,-0.0186,-0.1048,0.1826,0.3549,0.7163,0.5787,0.6199,0.9565,41.2472,1.4303,1.4681,0.8554,0.0001,BaSeL
170,170,9.889301,5.8351,3.742,-1.4072,-0.4978,-0.7011,-0.0186,-0.1048,0.1827,0.3551,0.7169,0.5792,0.6203,0.9541,41.239,1.4665,1.5041,0.8791,0.0001,BaSeL
171,171,9.90309,5.863,3.7732,-1.4149,-0.5022,-0.7017,-0.0187,-0.1048,0.1828,0.3553,0.7173,0.5796,0.6207,0.9517,41.2304,1.5032,1.541,0.9034,0.0001,BaSeL
172,172,9.916454,5.891,3.8046,-1.4203,-0.5062,-0.702,-0.0187,-0.1048,0.1828,0.3554,0.7176,0.5799,0.621,0.9492,41.2217,1.5406,1.5789,0.9285,0.0001,BaSeL
173,173,9.929419,5.9189,3.8362,-1.4233,-0.5094,-0.7018,-0.0187,-0.1048,0.1828,0.3555,0.7177,0.58,0.6211,0.9466,41.2127,1.5784,1.6178,0.9546,0.0001,BaSeL
174,174,9.942008,5.9479,3.869,-1.4238,-0.5116,-0.7012,-0.0187,-0.1047,0.1827,0.3554,0.7175,0.5799,0.621,0.9439,41.2034,1.6183,1.6594,0.9826,0.0001,BaSeL
175,175,9.954243,5.9875,3.9177,-1.4209,-0.5072,-0.6995,-0.0187,-0.1045,0.1823,0.3546,0.7163,0.5788,0.6199,0.9388,41.1812,1.6738,1.7188,1.0264,0.0001,BaSeL
176,176,9.966142,6.0075,3.9356,-1.4275,-0.5115,-0.702,-0.0188,-0.1047,0.1827,0.3554,0.7179,0.5801,0.6213,0.9398,41.1756,1.7061,1.7484,1.0421,0.0001,BaSeL
177,177,9.977724,6.0273,3.9534,-1.4339,-0.5157,-0.7044,-0.0188,-0.1049,0.1832,0.3562,0.7196,0.5814,0.6227,0.9408,41.1698,1.7387,1.7784,1.058,0.0001,BaSeL
178,178,9.989004,6.0469,3.9711,-1.44,-0.5197,-0.7068,-0.0189,-0.1051,0.1836,0.357,0.7212,0.5827,0.624,0.9417,41.164,1.7715,1.8086,1.074,0.0001,BaSeL
179,179,10.0,6.0663,3.9887,-1.4458,-0.5236,-0.709,-0.019,-0.1053,0.184,0.3577,0.7227,0.5839,0.6254,0.9426,41.1582,1.8046,1.8391,1.0903,0.0001,BaSeL
180,180,10.010724,6.0856,4.0062,-1.4513,-0.5275,-0.7112,-0.019,-0.1055,0.1845,0.3585,0.7242,0.5851,0.6267,0.9434,41.1522,1.838,1.8698,1.1067,0.0001,BaSeL
181,181,10.02119,6.1046,4.0236,-1.4565,-0.5311,-0.7133,-0.0191,-0.1057,0.1849,0.3592,0.7256,0.5863,0.6279,0.9442,41.1462,1.8715,1.9007,1.1233,0.0001,BaSeL
182,182,10.031408,6.1235,4.0409,-1.4613,-0.5346,-0.7153,-0.0191,-0.1059,0.1853,0.3599,0.727,0.5874,0.6291,0.9449,41.1402,1.9053,1.9319,1.1402,0.0001,BaSeL
183,183,10.041392,6.1422,4.0582,-1.4656,-0.538,-0.7172,-0.0192,-0.1061,0.1856,0.3605,0.7283,0.5885,0.6303,0.9456,41.134,1.9393,1.9634,1.1572,0.0001,BaSeL
184,184,10.051152,6.1608,4.0755,-1.4695,-0.5412,-0.719,-0.0193,-0.1062,0.186,0.3612,0.7296,0.5896,0.6314,0.9462,41.1278,1.9734,1.9951,1.1745,0.0001,BaSeL
185,185,10.060698,6.1791,4.0926,-1.4728,-0.5441,-0.7207,-0.0193,-0.1064,0.1864,0.3618,0.7308,0.5906,0.6325,0.9468,41.1215,2.0077,2.0271,1.192,0.0001,BaSeL
186,186,10.070038,6.1973,4.1097,-1.4756,-0.547,-0.7223,-0.0194,-0.1065,0.1867,0.3624,0.732,0.5915,0.6335,0.9473,41.1151,2.0421,2.0592,1.2097,0.0001,BaSeL
187,187,10.079182,6.2154,4.1268,-1.4777,-0.5496,-0.7237,-0.0194,-0.1067,0.187,0.3629,0.7331,0.5924,0.6344,0.9477,41.1086,2.0766,2.0917,1.2276,0.0001,BaSeL
188,188,10.088136,6.2333,4.1439,-1.4792,-0.5521,-0.725,-0.0195,-0.1068,0.1873,0.3634,0.7341,0.5932,0.6353,0.9481,41.102,2.1113,2.1244,1.2459,0.0001,BaSeL
189,189,10.09691,6.251,4.1609,-1.4798,-0.5543,-0.7261,-0.0195,-0.1069,0.1876,0.3639,0.735,0.594,0.6361,0.9484,41.0954,2.1459,2.1573,1.2643,0.0001,BaSeL
190,190,10.10551,6.2686,4.1779,-1.4796,-0.5562,-0.727,-0.0195,-0.107,0.1878,0.3644,0.7358,0.5947,0.6369,0.9486,41.0887,2.1804,2.1904,1.2831,0.0001,BaSeL
191,191,10.113943,6.2859,4.1949,-1.4786,-0.5579,-0.7278,-0.0196,-0.1071,0.188,0.3648,0.7366,0.5953,0.6375,0.9487,41.0818,2.2149,2.2237,1.3021,0.0001,BaSeL
192,192,10.122216,6.3031,4.2119,-1.4768,-0.5593,-0.7283,-0.0196,-0.1071,0.1882,0.3652,0.7372,0.5959,0.6381,0.9487,41.0749,2.249,2.2571,1.3214,0.0001,BaSeL
193,193,10.130334,6.3204,4.229,-1.4746,-0.5606,-0.7287,-0.0196,-0.1072,0.1884,0.3655,0.7378,0.5964,0.6386,0.9486,41.0679,2.2838,2.2912,1.3413,0.0001,BaSeL
194,194,10.138303,6.3406,4.2503,-1.4739,-0.5608,-0.729,-0.0196,-0.1072,0.1885,0.3656,0.7381,0.5966,0.6389,0.948,41.057,2.3253,2.3323,1.3667,0.0001,BaSeL
195,195,10.146128,6.3533,4.2595,-1.4767,-0.5647,-0.7314,-0.0197,-0.1074,0.189,0.3664,0.7397,0.5979,0.6402,0.9499,41.0535,2.3573,2.3598,1.3783,0.0001,BaSeL
196,196,10.153815,6.366,4.2688,-1.4795,-0.5685,-0.7337,-0.0198,-0.1076,0.1894,0.3672,0.7412,0.5992,0.6416,0.9517,41.0499,2.3895,2.3874,1.3901,0.0001,BaSeL
197,197,10.161368,6.3786,4.278,-1.4822,-0.5723,-0.7361,-0.0198,-0.1078,0.1899,0.368,0.7428,0.6004,0.6429,0.9535,41.0464,2.4221,2.4154,1.402,0.0001,BaSeL
198,198,10.168792,6.3912,4.2873,-1.4849,-0.5761,-0.7384,-0.0199,-0.108,0.1903,0.3688,0.7443,0.6016,0.6442,0.9552,41.0428,2.4548,2.4434,1.414,0.0001,BaSeL
199,199,10.176091,6.4037,4.2966,-1.4875,-0.5798,-0.7407,-0.02,-0.1082,0.1908,0.3695,0.7458,0.6028,0.6455,0.957,41.0392,2.4879,2.4717,1.4262,0.0001,BaSeL
200,200,10.18327,6.4161,4.3059,-1.4901,-0.5835,-0.7429,-0.02,-0.1084,0.1912,0.3703,0.7473,0.604,0.6468,0.9586,41.0356,2.5211,2.5001,1.4384,0.0001,BaSeL
201,201,10.190331,6.4284,4.3152,-1.4927,-0.5871,-0.7452,-0.0201,-0.1085,0.1917,0.371,0.7487,0.6052,0.648,0.9603,41.0319,2.5546,2.5288,1.4509,0.0001,BaSeL
202,202,10.197281,6.4408,4.3246,-1.4952,-0.5907,-0.7474,-0.0202,-0.1087,0.1921,0.3717,0.7501,0.6063,0.6493,0.9619,41.0282,2.5884,2.5577,1.4634,0.0001,BaSeL
203,203,10.20412,6.453,4.334,-1.4977,-0.5942,-0.7496,-0.0202,-0.1089,0.1925,0.3725,0.7516,0.6075,0.6505,0.9634,41.0245,2.6224,2.5867,1.4761,0.0001,BaSeL
204,204,10.210854,6.4652,4.3434,-1.5001,-0.5976,-0.7517,-0.0203,-0.1091,0.1929,0.3732,0.7529,0.6086,0.6517,0.965,41.0207,2.6566,2.616,1.489,0.0001,BaSeL
205,205,10.217484,6.4774,4.3528,-1.5025,-0.601,-0.7538,-0.0203,-0.1092,0.1933,0.3738,0.7543,0.6097,0.6529,0.9665,41.017,2.6912,2.6455,1.5019,0.0001,BaSeL
206,206,10.224015,6.4895,4.3622,-1.5048,-0.6043,-0.7559,-0.0204,-0.1094,0.1937,0.3745,0.7556,0.6108,0.654,0.9679,41.0132,2.726,2.6752,1.5151,0.0001,BaSeL
207,207,10.230449,6.5016,4.3717,-1.507,-0.6076,-0.7579,-0.0204,-0.1096,0.1941,0.3752,0.757,0.6118,0.6552,0.9693,41.0093,2.7611,2.7051,1.5284,0.0001,BaSeL
208,208,10.236789,6.5136,4.3812,-1.5092,-0.6108,-0.7599,-0.0205,-0.1097,0.1945,0.3758,0.7582,0.6129,0.6563,0.9707,41.0055,2.7963,2.7352,1.5418,0.0001,BaSeL
209,209,10.243038,6.5256,4.3908,-1.5112,-0.614,-0.7619,-0.0205,-0.1099,0.1949,0.3765,0.7595,0.6139,0.6574,0.972,41.0016,2.8318,2.7656,1.5554,0.0001,BaSeL
210,210,10.249198,6.5376,4.4004,-1.5132,-0.6171,-0.7638,-0.0206,-0.11,0.1953,0.3771,0.7608,0.6149,0.6584,0.9733,40.9976,2.8676,2.7962,1.5692,0.0001,BaSeL
211,211,10.255273,6.5495,4.41,-1.5151,-0.6201,-0.7657,-0.0206,-0.1102,0.1956,0.3777,0.762,0.6158,0.6595,0.9746,40.9937,2.9037,2.827,1.5832,0.0001,BaSeL
212,212,10.261263,6.5613,4.4196,-1.5169,-0.623,-0.7676,-0.0207,-0.1103,0.196,0.3783,0.7632,0.6168,0.6605,0.9758,40.9897,2.9398,2.858,1.5973,0.0001,BaSeL
213,213,10.267172,6.5731,4.4293,-1.5186,-0.6259,-0.7694,-0.0207,-0.1105,0.1963,0.3789,0.7643,0.6177,0.6615,0.977,40.9857,2.9763,2.8891,1.6115,0.0001,BaSeL
214,214,10.273002,6.5848,4.439,-1.5202,-0.6287,-0.7711,-0.0208,-0.1106,0.1967,0.3795,0.7655,0.6186,0.6625,0.9781,40.9816,3.013,2.9206,1.626,0.0001,BaSeL
215,215,10.278753,6.5965,4.4487,-1.5217,-0.6314,-0.7729,-0.0208,-0.1108,0.197,0.38,0.7666,0.6195,0.6634,0.9792,40.9775,3.0498,2.9522,1.6406,0.0001,BaSeL
216,216,10.284431,6.6082,4.4584,-1.5231,-0.634,-0.7745,-0.0209,-0.1109,0.1973,0.3806,0.7676,0.6204,0.6643,0.9803,40.9734,3.0868,2.984,1.6555,0.0001,BaSeL
217,217,10.290034,6.6197,4.4682,-1.5244,-0.6365,-0.7761,-0.0209,-0.111,0.1976,0.3811,0.7687,0.6212,0.6652,0.9813,40.9692,3.124,3.016,1.6705,0.0001,BaSeL
218,218,10.295568,6.6313,4.4781,-1.5255,-0.639,-0.7777,-0.021,-0.1111,0.1979,0.3816,0.7697,0.622,0.6661,0.9822,40.9651,3.1615,3.0483,1.6857,0.0001,BaSeL
219,219,10.30103,6.6428,4.4879,-1.5266,-0.6414,-0.7792,-0.021,-0.1112,0.1982,0.3821,0.7707,0.6228,0.6669,0.9831,40.9608,3.1991,3.0808,1.701,0.0001,BaSeL
220,0,5.0,1.7837,2.519,3.2493,2.1207,0.3339,-0.0029,0.0603,-0.0267,-0.1014,0.1099,-0.0589,-0.0175,-0.2812,46.6828,0.0246,0.0622,0.4916,0.0004,BaSeL
221,1,5.149989,1.7837,2.519,3.2493,2.1207,0.3339,-0.0029,0.0603,-0.0267,-0.1014,0.1099,-0.0589,-0.0175,-0.2812,46.6828,0.0246,0.0622,0.4916,0.0004,BaSeL
222,2,5.200002,1.7837,2.519,3.2493,2.1207,0.3339,-0.0029,0.0603,-0.0267,-0.1014,0.1099,-0.0589,-0.0175,-0.2812,46.6828,0.0246,0.0622,0.4916,0.0004,BaSeL
223,3,5.250005,1.7837,2.519,3.2493,2.1207,0.3339,-0.0029,0.0603,-0.0267,-0.1014,0.1099,-0.0589,-0.0175,-0.2812,46.6828,0.0246,0.0622,0.4916,0.0004,BaSeL
224,4,5.300008,1.7837,2.519,3.2493,2.1207,0.3339,-0.0029,0.0603,-0.0267,-0.1014,0.1099,-0.0589,-0.0175,-0.2812,46.6828,0.0246,0.0622,0.4916,0.0004,BaSeL
225,5,5.349996,1.7837,2.519,3.2493,2.1207,0.3339,-0.0029,0.0603,-0.0267,-0.1014,0.1099,-0.0589,-0.0175,-0.2812,46.6828,0.0246,0.0622,0.4916,0.0004,BaSeL
226,6,5.400002,1.7837,2.519,3.2493,2.1207,0.3339,-0.0029,0.0603,-0.0267,-0.1014,0.1099,-0.0589,-0.0175,-0.2812,46.6828,0.0246,0.0622,0.4916,0.0004,BaSeL
227,7,5.450003,1.7837,2.519,3.2493,2.1207,0.3339,-0.0029,0.0603,-0.0267,-0.1014,0.1099,-0.0589,-0.0175,-0.2812,46.6828,0.0246,0.0622,0.4916,0.0004,BaSeL
228,8,5.500003,1.7837,2.519,3.2493,2.1207,0.3339,-0.0029,0.0603,-0.0267,-0.1014,0.1099,-0.0589,-0.0175,-0.2812,46.6828,0.0246,0.0622,0.4916,0.0004,BaSeL
229,9,5.550008,1.7837,2.519,3.2493,2.1207,0.3339,-0.0029,0.0603,-0.0267,-0.1014,0.1099,-0.0589,-0.0175,-0.2812,46.6828,0.0246,0.0622,0.4916,0.0004,BaSeL
230,10,5.600003,1.7837,2.519,3.2493,2.1207,0.3339,-0.0029,0.0603,-0.0267,-0.1014,0.1099,-0.0589,-0.0175,-0.2812,46.6828,0.0246,0.0622,0.4916,0.0004,BaSeL
231,11,5.650006,1.7837,2.519,3.2493,2.1207,0.3339,-0.0029,0.0603,-0.0267,-0.1014,0.1099,-0.0589,-0.0175,-0.2812,46.6828,0.0246,0.0622,0.4916,0.0004,BaSeL
232,12,5.700002,1.7837,2.519,3.2493,2.1207,0.3339,-0.0029,0.0603,-0.0267,-0.1014,0.1099,-0.0589,-0.0175,-0.2812,46.6828,0.0246,0.0622,0.4916,0.0004,BaSeL
233,13,5.749999,1.7837,2.519,3.2493,2.1207,0.3339,-0.0029,0.0603,-0.0267,-0.1014,0.1099,-0.0589,-0.0175,-0.2812,46.6828,0.0246,0.0622,0.4916,0.0004,BaSeL
234,14,5.800002,1.7837,2.519,3.2493,2.1207,0.3339,-0.0029,0.0603,-0.0267,-0.1014,0.1099,-0.0589,-0.0175,-0.2812,46.6828,0.0246,0.0622,0.4916,0.0004,BaSeL
235,15,5.850003,1.7837,2.519,3.2493,2.1207,0.3339,-0.0029,0.0603,-0.0267,-0.1014,0.1099,-0.0589,-0.0175,-0.2812,46.6828,0.0246,0.0622,0.4916,0.0004,BaSeL
236,16,5.900001,1.7837,2.519,3.2493,2.1207,0.3339,-0.0029,0.0603,-0.0267,-0.1014,0.1099,-0.0589,-0.0175,-0.2812,46.6828,0.0246,0.0622,0.4916,0.0004,BaSeL
237,17,5.950005,1.7837,2.519,3.2493,2.1207,0.3339,-0.0029,0.0603,-0.0267,-0.1014,0.1099,-0.0589,-0.0175,-0.2812,46.6828,0.0246,0.0622,0.4916,0.0004,BaSeL
238,18,6.0,1.7787,2.5144,3.2489,2.1206,0.3338,-0.0029,0.0602,-0.0267,-0.1014,0.1102,-0.0587,-0.0173,-0.2813,46.6822,0.0245,0.0619,0.4895,0.0004,BaSeL
239,19,6.019988,1.7763,2.5122,3.2493,2.121,0.3339,-0.0029,0.0602,-0.0267,-0.1014,0.1102,-0.0587,-0.0173,-0.2814,46.6822,0.0245,0.0617,0.4885,0.0004,BaSeL
240,20,6.040009,1.7737,2.5099,3.25,2.1218,0.3341,-0.0029,0.0602,-0.0268,-0.1014,0.1102,-0.0588,-0.0173,-0.2815,46.6823,0.0244,0.0616,0.4875,0.0004,BaSeL
241,21,6.060018,1.7711,2.5076,3.2511,2.1228,0.3344,-0.0029,0.0603,-0.0268,-0.1015,0.1102,-0.0589,-0.0174,-0.2817,46.6825,0.0243,0.0614,0.4864,0.0004,BaSeL
242,22,6.080013,1.7684,2.5052,3.2527,2.1242,0.3349,-0.0029,0.0603,-0.0268,-0.1016,0.11,-0.059,-0.0176,-0.282,46.6829,0.0243,0.0613,0.4853,0.0004,BaSeL
243,23,6.099991,1.7656,2.5027,3.2546,2.126,0.3355,-0.0029,0.0604,-0.0269,-0.1017,0.1098,-0.0592,-0.0178,-0.2823,46.6834,0.0242,0.0611,0.4842,0.0004,BaSeL
244,24,6.120014,1.7628,2.5001,3.257,2.1281,0.3363,-0.0029,0.0605,-0.0269,-0.1019,0.1096,-0.0595,-0.018,-0.2827,46.6841,0.0241,0.061,0.4831,0.0004,BaSeL
245,25,6.140005,1.7598,2.4975,3.2598,2.1306,0.3373,-0.0029,0.0606,-0.027,-0.1021,0.1092,-0.0598,-0.0183,-0.2832,46.685,0.024,0.0608,0.4819,0.0004,BaSeL
246,26,6.159988,1.7568,2.4948,3.2631,2.1335,0.3384,-0.0029,0.0607,-0.0271,-0.1023,0.1088,-0.0601,-0.0187,-0.2837,46.686,0.0239,0.0606,0.4807,0.0004,BaSeL
247,27,6.180011,1.7533,2.4907,3.2673,2.1363,0.3394,-0.0029,0.0608,-0.0271,-0.1024,0.1086,-0.0603,-0.0189,-0.284,46.6919,0.0238,0.0604,0.4789,0.0004,BaSeL
248,28,6.200002,1.7496,2.4861,3.2722,2.1393,0.3405,-0.0029,0.0609,-0.0271,-0.1025,0.1083,-0.0605,-0.0191,-0.2841,46.7,0.0237,0.0602,0.4769,0.0004,BaSeL
249,29,6.220004,1.7458,2.4814,3.2777,2.1428,0.3418,-0.0029,0.0611,-0.0272,-0.1026,0.108,-0.0608,-0.0194,-0.2843,46.7078,0.0236,0.06,0.4748,0.0004,BaSeL
250,30,6.24,1.7418,2.4767,3.2836,2.1468,0.3433,-0.003,0.0612,-0.0273,-0.1028,0.1075,-0.0611,-0.0198,-0.2847,46.7153,0.0235,0.0598,0.4728,0.0004,BaSeL
251,31,6.26,1.7374,2.4718,3.2898,2.1513,0.3451,-0.003,0.0614,-0.0274,-0.1031,0.1069,-0.0615,-0.0202,-0.2852,46.7224,0.0234,0.0596,0.4706,0.0004,BaSeL
252,32,6.280009,1.7207,2.4559,3.295,2.1551,0.3462,-0.003,0.0615,-0.0274,-0.1032,0.1071,-0.0616,-0.0203,-0.2858,46.7281,0.023,0.0586,0.4638,0.0004,BaSeL
253,33,6.300008,1.7003,2.4369,3.3002,2.1591,0.3472,-0.003,0.0615,-0.0275,-0.1034,0.1074,-0.0617,-0.0203,-0.2866,46.7329,0.0225,0.0576,0.4557,0.0004,BaSeL
254,34,6.320001,1.6215,2.3636,3.3936,2.2384,0.3793,-0.0031,0.0658,-0.0301,-0.1109,0.0926,-0.074,-0.0333,-0.3023,46.76,0.0203,0.0535,0.4258,0.0004,BaSeL
