,index,log-age-yr,Vmag,Kmag,V-F220W,V-F250W,V-F330W,V-F410W,V-F435W,V-F475W,V-F555W,V-F606W,V-F625W,V-F775W,V-F814W,log Nly,Mt/Lb,Mt/Lv,Mt/Lk,Z,Library
2829,189,10.09691,7.5575,4.0666,-4.044,-3.4511,-2.0061,-1.7459,-1.2276,-0.6822,-0.0944,0.2614,0.5442,1.264,1.4418,40.982,10.9307,7.3167,1.1802,0.05,xmiless
2830,190,10.10551,7.5774,4.0816,-4.043,-3.465,-2.0172,-1.752,-1.2309,-0.6839,-0.0947,0.262,0.5454,1.2664,1.4445,40.976,11.1555,7.4476,1.196,0.05,xmiless
2831,191,10.113943,7.597,4.0967,-4.0421,-3.4781,-2.028,-1.758,-1.234,-0.6855,-0.0949,0.2627,0.5465,1.2687,1.4471,40.9699,11.382,7.5796,1.212,0.05,xmiless
2832,192,10.122216,7.6163,4.1117,-4.0414,-3.4906,-2.0384,-1.7636,-1.2371,-0.687,-0.0951,0.2633,0.5475,1.2708,1.4495,40.9638,11.6078,7.7115,1.2282,0.05,xmiless
2833,193,10.130334,7.6353,4.1267,-4.0408,-3.5019,-2.048,-1.7688,-1.2399,-0.6884,-0.0953,0.2638,0.5485,1.2728,1.4517,40.9576,11.8327,7.8436,1.2447,0.05,xmiless
2834,194,10.138303,7.654,4.1417,-4.0404,-3.512,-2.0569,-1.7736,-1.2425,-0.6897,-0.0955,0.2643,0.5494,1.2747,1.4538,40.9514,12.0574,7.976,1.2614,0.05,xmiless
2835,195,10.146128,7.6725,4.1567,-4.0401,-3.5214,-2.0655,-1.7781,-1.245,-0.691,-0.0957,0.2648,0.5502,1.2764,1.4557,40.945,12.2824,8.1089,1.2783,0.05,xmiless
2836,196,10.153815,7.6906,4.1717,-4.0401,-3.5302,-2.0735,-1.7823,-1.2473,-0.6921,-0.0959,0.2652,0.551,1.2779,1.4574,40.9386,12.5054,8.2411,1.2955,0.05,xmiless
2837,197,10.161368,7.7084,4.1867,-4.0402,-3.5382,-2.0811,-1.7863,-1.2494,-0.6932,-0.0961,0.2656,0.5517,1.2792,1.4589,40.9321,12.7284,8.3737,1.3129,0.05,xmiless
2838,198,10.168792,7.726,4.2017,-4.0405,-3.5453,-2.0882,-1.79,-1.2515,-0.6942,-0.0962,0.266,0.5524,1.2805,1.4604,40.9256,12.9511,8.5064,1.3305,0.05,xmiless
2839,199,10.176091,7.7433,4.2167,-4.041,-3.5516,-2.0948,-1.7935,-1.2534,-0.6952,-0.0964,0.2663,0.553,1.2816,1.4616,40.9189,13.1729,8.639,1.3484,0.05,xmiless
2840,200,10.18327,7.7603,4.2317,-4.0418,-3.5573,-2.1011,-1.7968,-1.2552,-0.6961,-0.0965,0.2666,0.5536,1.2826,1.4627,40.9122,13.3939,8.7714,1.3665,0.05,xmiless
2841,201,10.190331,7.7771,4.2466,-4.0427,-3.5623,-2.1071,-1.8,-1.2569,-0.697,-0.0966,0.2669,0.5541,1.2835,1.4637,40.9053,13.6151,8.904,1.3848,0.05,xmiless
2842,202,10.197281,7.7937,4.2615,-4.044,-3.5671,-2.1132,-1.8031,-1.2587,-0.6978,-0.0968,0.2672,0.5547,1.2844,1.4646,40.8984,13.837,9.0369,1.4033,0.05,xmiless
2843,203,10.20412,7.81,4.2763,-4.0455,-3.5717,-2.1187,-1.806,-1.2602,-0.6986,-0.0969,0.2675,0.5552,1.2852,1.4655,40.8914,14.0577,9.1695,1.422,0.05,xmiless
2844,204,10.210854,7.826,4.2912,-4.0475,-3.5767,-2.1245,-1.8089,-1.2617,-0.6994,-0.097,0.2678,0.5557,1.2859,1.4662,40.8843,14.2786,9.3025,1.4409,0.05,xmiless
2845,205,10.217484,7.842,4.306,-4.0498,-3.5825,-2.1307,-1.8119,-1.2634,-0.7002,-0.0971,0.2681,0.5562,1.2867,1.467,40.8771,14.5032,9.4366,1.4601,0.05,xmiless
2846,206,10.224015,7.8575,4.3206,-4.0528,-3.5887,-2.1372,-1.8151,-1.2651,-0.7011,-0.0973,0.2684,0.5567,1.2874,1.4677,40.8699,14.725,9.5678,1.4792,0.05,xmiless
2847,207,10.230449,7.871,4.3345,-4.0578,-3.5966,-2.1445,-1.8186,-1.267,-0.7019,-0.0974,0.2686,0.5572,1.2877,1.4679,40.8625,14.925,9.684,1.4977,0.05,xmiless
2848,208,10.236789,7.8746,4.3182,-4.0716,-3.6135,-2.1584,-1.8262,-1.2716,-0.7042,-0.0977,0.2695,0.5587,1.292,1.4737,40.855,15.0216,9.7117,1.4748,0.05,xmiless
2849,209,10.243038,7.8715,4.3095,-4.0321,-3.6068,-2.1717,-1.8348,-1.2769,-0.7069,-0.0982,0.2704,0.5603,1.2954,1.4775,40.8757,15.0361,9.6804,1.4624,0.05,xmiless
2850,210,10.249198,7.8835,4.3183,-4.0283,-3.6109,-2.1789,-1.8388,-1.2791,-0.708,-0.0983,0.2708,0.561,1.2972,1.4798,40.8727,15.2239,9.7839,1.4738,0.05,xmiless
2851,211,10.255273,7.8954,4.3271,-4.0249,-3.6151,-2.186,-1.8427,-1.2814,-0.7091,-0.0985,0.2712,0.5617,1.2989,1.482,40.8697,15.4123,9.8878,1.4852,0.05,xmiless
2852,212,10.261263,7.9072,4.3358,-4.0216,-3.6194,-2.1931,-1.8466,-1.2836,-0.7102,-0.0987,0.2716,0.5624,1.3006,1.4841,40.8666,15.6022,9.9923,1.4967,0.05,xmiless
2853,213,10.267172,7.9189,4.3446,-4.0185,-3.6236,-2.2001,-1.8504,-1.2857,-0.7112,-0.0988,0.2719,0.5631,1.3023,1.4862,40.8635,15.7922,10.0969,1.5083,0.05,xmiless
2854,214,10.273002,7.9305,4.3534,-4.0154,-3.6278,-2.2068,-1.8541,-1.2879,-0.7123,-0.099,0.2723,0.5637,1.3039,1.4883,40.8605,15.9828,10.2019,1.52,0.05,xmiless
2855,215,10.278753,7.9421,4.3622,-4.0125,-3.6319,-2.2134,-1.8578,-1.2899,-0.7133,-0.0992,0.2727,0.5644,1.3055,1.4903,40.8574,16.1746,10.3074,1.5318,0.05,xmiless
2856,216,10.284431,7.9536,4.371,-4.0096,-3.6356,-2.2195,-1.8613,-1.292,-0.7143,-0.0993,0.273,0.565,1.3071,1.4923,40.8542,16.3665,10.4133,1.5437,0.05,xmiless
2857,217,10.290034,7.965,4.3798,-4.0068,-3.6394,-2.2255,-1.8648,-1.2939,-0.7152,-0.0995,0.2734,0.5656,1.3086,1.4942,40.8511,16.5591,10.5195,1.5557,0.05,xmiless
2858,218,10.295568,7.9764,4.3886,-4.0041,-3.6431,-2.2315,-1.8683,-1.2959,-0.7162,-0.0996,0.2737,0.5662,1.3101,1.4961,40.848,16.7529,10.6264,1.5678,0.05,xmiless
2859,219,10.30103,7.9876,4.3974,-4.0015,-3.6468,-2.2373,-1.8716,-1.2978,-0.7171,-0.0998,0.2741,0.5668,1.3116,1.498,40.8448,16.947,10.7335,1.58,0.05,xmiless
2860,0,5.0,2.3503,2.6833,2.1516,1.8129,1.3109,0.3492,0.2059,0.0966,0.0198,-0.0088,-0.0463,-0.0996,-0.1394,43.3214,0.0496,0.1047,0.5719,0.1,xmiless
2861,1,5.149989,2.3503,2.6833,2.1516,1.8129,1.3109,0.3492,0.2059,0.0966,0.0198,-0.0088,-0.0463,-0.0996,-0.1394,43.3214,0.0496,0.1047,0.5719,0.1,xmiless
2862,2,5.200002,2.3503,2.6833,2.1516,1.8129,1.3109,0.3492,0.2059,0.0966,0.0198,-0.0088,-0.0463,-0.0996,-0.1394,43.3214,0.0496,0.1047,0.5719,0.1,xmiless
2863,3,5.250005,2.3503,2.6833,2.1516,1.8129,1.3109,0.3492,0.2059,0.0966,0.0198,-0.0088,-0.0463,-0.0996,-0.1394,43.3214,0.0496,0.1047,0.5719,0.1,xmiless
2864,4,5.300008,2.3503,2.6833,2.1516,1.8129,1.3109,0.3492,0.2059,0.0966,0.0198,-0.0088,-0.0463,-0.0996,-0.1394,43.3214,0.0496,0.1047,0.5719,0.1,xmiless
2865,5,5.349996,2.3503,2.6833,2.1516,1.8129,1.3109,0.3492,0.2059,0.0966,0.0198,-0.0088,-0.0463,-0.0996,-0.1394,43.3214,0.0496,0.1047,0.5719,0.1,xmiless
2866,6,5.400002,2.3503,2.6833,2.1516,1.8129,1.3109,0.3492,0.2059,0.0966,0.0198,-0.0088,-0.0463,-0.0996,-0.1394,43.3214,0.0496,0.1047,0.5719,0.1,xmiless
2867,7,5.450003,2.3503,2.6833,2.1516,1.8129,1.3109,0.3492,0.2059,0.0966,0.0198,-0.0088,-0.0463,-0.0996,-0.1394,43.3214,0.0496,0.1047,0.5719,0.1,xmiless
2868,8,5.500003,2.3503,2.6833,2.1516,1.8129,1.3109,0.3492,0.2059,0.0966,0.0198,-0.0088,-0.0463,-0.0996,-0.1394,43.3214,0.0496,0.1047,0.5719,0.1,xmiless
2869,9,5.550008,2.3503,2.6833,2.1516,1.8129,1.3109,0.3492,0.2059,0.0966,0.0198,-0.0088,-0.0463,-0.0996,-0.1394,43.3214,0.0496,0.1047,0.5719,0.1,xmiless
2870,10,5.600003,2.3503,2.6833,2.1516,1.8129,1.3109,0.3492,0.2059,0.0966,0.0198,-0.0088,-0.0463,-0.0996,-0.1394,43.3214,0.0496,0.1047,0.5719,0.1,xmiless
2871,11,5.650006,2.3503,2.6833,2.1516,1.8129,1.3109,0.3492,0.2059,0.0966,0.0198,-0.0088,-0.0463,-0.0996,-0.1394,43.3214,0.0496,0.1047,0.5719,0.1,xmiless
2872,12,5.700002,2.3503,2.6833,2.1516,1.8129,1.3109,0.3492,0.2059,0.0966,0.0198,-0.0088,-0.0463,-0.0996,-0.1394,43.3214,0.0496,0.1047,0.5719,0.1,xmiless
2873,13,5.749999,2.3503,2.6833,2.1516,1.8129,1.3109,0.3492,0.2059,0.0966,0.0198,-0.0088,-0.0463,-0.0996,-0.1394,43.3214,0.0496,0.1047,0.5719,0.1,xmiless
2874,14,5.800002,2.3503,2.6833,2.1516,1.8129,1.3109,0.3492,0.2059,0.0966,0.0198,-0.0088,-0.0463,-0.0996,-0.1394,43.3214,0.0496,0.1047,0.5719,0.1,xmiless
2875,15,5.850003,2.3503,2.6833,2.1516,1.8129,1.3109,0.3492,0.2059,0.0966,0.0198,-0.0088,-0.0463,-0.0996,-0.1394,43.3214,0.0496,0.1047,0.5719,0.1,xmiless
2876,16,5.900001,2.3419,2.6774,2.1572,1.8178,1.3144,0.3505,0.2068,0.0971,0.0199,-0.0088,-0.0467,-0.1006,-0.1406,43.3333,0.0492,0.1039,0.5688,0.1,xmiless
2877,17,5.950005,2.3391,2.6756,2.1588,1.8193,1.3156,0.3509,0.2071,0.0972,0.0199,-0.0089,-0.0468,-0.1009,-0.1409,43.3309,0.0491,0.1037,0.5679,0.1,xmiless
2878,18,6.0,2.3377,2.6749,2.1575,1.8185,1.3153,0.3509,0.2071,0.0973,0.0199,-0.0089,-0.0468,-0.1009,-0.141,43.3006,0.049,0.1035,0.5675,0.1,xmiless
2879,19,6.019988,2.3376,2.675,2.156,1.8175,1.3147,0.3508,0.2071,0.0973,0.0199,-0.0089,-0.0468,-0.1009,-0.1409,43.2788,0.049,0.1035,0.5675,0.1,xmiless
2880,20,6.040009,2.3377,2.6752,2.154,1.8161,1.3138,0.3506,0.2069,0.0972,0.0199,-0.0089,-0.0468,-0.1007,-0.1408,43.2499,0.049,0.1035,0.5677,0.1,xmiless
2881,21,6.060018,2.3379,2.6755,2.1524,1.8149,1.3131,0.3504,0.2068,0.0972,0.0199,-0.0089,-0.0468,-0.1006,-0.1407,43.229,0.0491,0.1036,0.5678,0.1,xmiless
2882,22,6.080013,2.3383,2.6758,2.1513,1.8141,1.3125,0.3503,0.2068,0.0971,0.0199,-0.0089,-0.0468,-0.1005,-0.1406,43.2145,0.0491,0.1036,0.5679,0.1,xmiless
2883,23,6.099991,2.3342,2.6719,2.1582,1.8191,1.3157,0.3512,0.2073,0.0974,0.0199,-0.0089,-0.0469,-0.1013,-0.1413,43.3108,0.0489,0.1032,0.5659,0.1,xmiless
2884,24,6.120014,2.3326,2.6708,2.1601,1.8207,1.3168,0.3515,0.2075,0.0975,0.0199,-0.009,-0.047,-0.1015,-0.1416,43.3234,0.0488,0.103,0.5653,0.1,xmiless
2885,25,6.140005,2.3312,2.6698,2.1617,1.822,1.3177,0.3518,0.2077,0.0976,0.0199,-0.009,-0.047,-0.1017,-0.1418,43.3332,0.0487,0.1029,0.5648,0.1,xmiless
2886,26,6.159988,2.33,2.669,2.1629,1.823,1.3184,0.352,0.2079,0.0977,0.02,-0.009,-0.0471,-0.1019,-0.142,43.3402,0.0487,0.1028,0.5644,0.1,xmiless
2887,27,6.180011,2.329,2.6684,2.1638,1.8238,1.3189,0.3522,0.208,0.0977,0.02,-0.009,-0.0471,-0.102,-0.1422,43.3448,0.0486,0.1027,0.5641,0.1,xmiless
2888,28,6.200002,2.3281,2.6678,2.1644,1.8243,1.3193,0.3524,0.2081,0.0978,0.02,-0.009,-0.0472,-0.1021,-0.1423,43.3465,0.0486,0.1026,0.5638,0.1,xmiless
2889,29,6.220004,2.3275,2.6674,2.1645,1.8244,1.3194,0.3524,0.2081,0.0978,0.02,-0.009,-0.0472,-0.1022,-0.1424,43.344,0.0485,0.1026,0.5636,0.1,xmiless
2890,30,6.24,2.3285,2.6684,2.1599,1.8207,1.317,0.3518,0.2077,0.0976,0.0199,-0.009,-0.0471,-0.1018,-0.142,43.3164,0.0486,0.1027,0.5641,0.1,xmiless
2891,31,6.26,2.3284,2.6684,2.1585,1.8197,1.3163,0.3516,0.2076,0.0976,0.0199,-0.009,-0.0471,-0.1017,-0.1419,43.3026,0.0486,0.1027,0.5641,0.1,xmiless
2892,32,6.280009,2.3241,2.6655,2.1627,1.8231,1.3187,0.3524,0.2081,0.0978,0.02,-0.009,-0.0473,-0.1023,-0.1426,43.3225,0.0484,0.1022,0.5626,0.1,xmiless
2893,33,6.300008,2.3204,2.663,2.1661,1.826,1.3207,0.3531,0.2086,0.0981,0.02,-0.0091,-0.0474,-0.1027,-0.1431,43.338,0.0482,0.1019,0.5613,0.1,xmiless
2894,34,6.320001,2.3174,2.661,2.1687,1.8282,1.3223,0.3536,0.2089,0.0982,0.0201,-0.0091,-0.0475,-0.1031,-0.1435,43.3492,0.0481,0.1016,0.5603,0.1,xmiless
2895,35,6.340008,2.3139,2.6588,2.1701,1.8294,1.3232,0.354,0.2092,0.0984,0.0201,-0.0092,-0.0477,-0.1035,-0.1439,43.3512,0.0479,0.1013,0.5591,0.1,xmiless
2896,36,6.360006,2.3123,2.6578,2.1707,1.8301,1.3237,0.3542,0.2093,0.0985,0.0201,-0.0092,-0.0477,-0.1036,-0.1441,43.3522,0.0478,0.1011,0.5586,0.1,xmiless
2897,37,6.379994,2.3113,2.6572,2.1707,1.8301,1.3238,0.3542,0.2094,0.0985,0.0201,-0.0092,-0.0477,-0.1037,-0.1442,43.3483,0.0478,0.101,0.5583,0.1,xmiless
2898,38,6.400002,2.3108,2.6569,2.1698,1.8294,1.3234,0.3542,0.2093,0.0985,0.0201,-0.0092,-0.0477,-0.1036,-0.1442,43.339,0.0475,0.1004,0.555,0.1,xmiless
2899,39,6.420005,2.3066,2.6544,2.172,1.8314,1.3249,0.3547,0.2097,0.0987,0.0201,-0.0092,-0.0479,-0.1041,-0.1447,43.3456,0.047,0.0995,0.5506,0.1,xmiless
2900,40,6.439995,2.3039,2.6526,2.1741,1.8331,1.3261,0.3552,0.21,0.0988,0.0202,-0.0093,-0.048,-0.1044,-0.1451,43.356,0.0466,0.0987,0.5465,0.1,xmiless
2901,41,6.459995,2.3001,2.6501,2.1766,1.8353,1.3277,0.3557,0.2104,0.099,0.0202,-0.0093,-0.0481,-0.1048,-0.1456,43.3637,0.0462,0.0977,0.5421,0.1,xmiless
2902,42,6.480007,2.2971,2.6481,2.1782,1.8367,1.3287,0.3561,0.2106,0.0992,0.0202,-0.0093,-0.0482,-0.1051,-0.1459,43.3665,0.0458,0.0969,0.538,0.1,xmiless
2903,43,6.500003,2.2908,2.6439,2.1789,1.8376,1.3295,0.3566,0.211,0.0994,0.0203,-0.0094,-0.0484,-0.1056,-0.1465,43.3638,0.0452,0.0958,0.5328,0.1,xmiless
2904,44,6.519999,2.2878,2.6417,2.1789,1.8376,1.3296,0.3568,0.2111,0.0994,0.0203,-0.0094,-0.0485,-0.1058,-0.1468,43.3606,0.0448,0.095,0.5286,0.1,xmiless
2905,45,6.540004,2.2833,2.6385,2.1806,1.8391,1.3308,0.3572,0.2114,0.0996,0.0203,-0.0095,-0.0486,-0.1062,-0.1473,43.3702,0.0444,0.094,0.5239,0.1,xmiless
2906,46,6.560002,2.2767,2.6339,2.1825,1.8408,1.3321,0.3579,0.2119,0.0999,0.0203,-0.0095,-0.0488,-0.1068,-0.148,43.3766,0.0438,0.0929,0.5186,0.1,xmiless
2907,47,6.580001,2.2722,2.6304,2.1819,1.8405,1.332,0.358,0.212,0.0999,0.0204,-0.0096,-0.0489,-0.107,-0.1483,43.3757,0.0434,0.092,0.5139,0.1,xmiless
2908,48,6.600003,2.2673,2.6267,2.1807,1.8396,1.3315,0.358,0.2121,0.1,0.0204,-0.0096,-0.049,-0.1073,-0.1486,43.3699,0.0429,0.091,0.509,0.1,xmiless
2909,49,6.620001,2.2583,2.6202,2.1841,1.8426,1.3338,0.359,0.2127,0.1004,0.0204,-0.0097,-0.0493,-0.1081,-0.1496,43.381,0.0423,0.0897,0.503,0.1,xmiless
2910,50,6.640004,2.252,2.6155,2.1849,1.8435,1.3345,0.3595,0.213,0.1006,0.0205,-0.0097,-0.0495,-0.1086,-0.1501,43.3844,0.0418,0.0886,0.4977,0.1,xmiless
2911,51,6.660002,2.2438,2.6095,2.1861,1.8447,1.3356,0.3601,0.2135,0.1008,0.0205,-0.0098,-0.0497,-0.1092,-0.1509,43.3852,0.0412,0.0874,0.4919,0.1,xmiless
2912,52,6.68,2.2354,2.6033,2.1875,1.8461,1.3368,0.3607,0.2139,0.1011,0.0205,-0.0099,-0.0499,-0.1098,-0.1516,43.3874,0.0406,0.0862,0.4861,0.1,xmiless
2913,53,6.700002,2.227,2.5971,2.1895,1.848,1.3383,0.3614,0.2144,0.1014,0.0206,-0.01,-0.0502,-0.1105,-0.1524,43.3955,0.04,0.085,0.4804,0.1,xmiless
2914,54,6.720002,2.2173,2.5902,2.1912,1.8496,1.3396,0.3621,0.2149,0.1017,0.0206,-0.0101,-0.0504,-0.1112,-0.1533,43.4002,0.0394,0.0837,0.4744,0.1,xmiless
2915,55,6.739999,2.207,2.5825,2.1935,1.8519,1.3414,0.3631,0.2156,0.1019,0.0207,-0.0101,-0.0506,-0.1119,-0.1541,43.4393,0.0388,0.0824,0.4681,0.1,xmiless
2916,56,6.76,2.1923,2.5708,2.1948,1.8539,1.3434,0.3642,0.2163,0.1023,0.0208,-0.0102,-0.0509,-0.1128,-0.1552,43.4178,0.038,0.0808,0.4601,0.1,xmiless
2917,57,6.78,2.1798,2.5609,2.1957,1.8554,1.3449,0.3651,0.2169,0.1026,0.0209,-0.0102,-0.0511,-0.1135,-0.1561,43.4029,0.0373,0.0794,0.453,0.1,xmiless
2918,58,6.800002,2.1668,2.5509,2.198,1.8581,1.3472,0.3663,0.2177,0.103,0.0209,-0.0103,-0.0514,-0.1144,-0.1571,43.394,0.0366,0.0779,0.446,0.1,xmiless
2919,59,6.819998,2.1543,2.5414,2.2004,1.8607,1.3494,0.3674,0.2184,0.1034,0.021,-0.0104,-0.0517,-0.1152,-0.158,43.3865,0.0359,0.0765,0.4393,0.1,xmiless
2920,60,6.839999,2.1404,2.5312,2.2034,1.8638,1.352,0.3686,0.2192,0.1038,0.0211,-0.0105,-0.052,-0.1161,-0.1591,43.3804,0.0352,0.0751,0.4324,0.1,xmiless
2921,61,6.860003,2.1247,2.5201,2.2066,1.8673,1.3549,0.37,0.2201,0.1043,0.0212,-0.0106,-0.0524,-0.1172,-0.1606,43.3753,0.0345,0.0735,0.4252,0.1,xmiless
2922,62,6.880002,2.108,2.5085,2.2115,1.8719,1.3586,0.3717,0.2212,0.1049,0.0213,-0.0107,-0.0528,-0.1185,-0.1622,43.3764,0.0337,0.0719,0.4179,0.1,xmiless
2923,63,6.900001,2.0914,2.497,2.216,1.8763,1.3621,0.3733,0.2223,0.1054,0.0214,-0.0108,-0.0532,-0.1197,-0.1637,43.3775,0.0329,0.0704,0.4108,0.1,xmiless
2924,64,6.919998,2.0671,2.4785,2.2169,1.8782,1.3644,0.3748,0.2234,0.106,0.0215,-0.011,-0.0537,-0.1211,-0.1656,43.3283,0.032,0.0684,0.4012,0.1,xmiless
2925,65,6.939998,2.044,2.4615,2.2203,1.8823,1.3679,0.3767,0.2246,0.1066,0.0217,-0.0111,-0.0541,-0.1224,-0.1672,43.3206,0.0311,0.0665,0.3923,0.1,xmiless
2926,66,6.96,2.0204,2.4439,2.2249,1.8874,1.3722,0.3787,0.2259,0.1072,0.0218,-0.0112,-0.0546,-0.1237,-0.169,43.3214,0.0302,0.0646,0.3834,0.1,xmiless
2927,67,6.979999,1.9889,2.4194,2.2264,1.8901,1.3752,0.3808,0.2273,0.1079,0.0219,-0.0114,-0.0551,-0.1253,-0.171,43.2887,0.0291,0.0623,0.3723,0.1,xmiless
2928,68,7.0,1.9549,2.3934,2.2279,1.8929,1.3782,0.3828,0.2286,0.1086,0.0221,-0.0115,-0.0557,-0.127,-0.1733,43.2573,0.028,0.06,0.361,0.1,xmiless
2929,69,7.019988,1.9173,2.3647,2.231,1.897,1.3821,0.3852,0.2302,0.1094,0.0223,-0.0117,-0.0563,-0.1289,-0.1759,43.2346,0.0268,0.0576,0.3492,0.1,xmiless
2930,70,7.040009,1.925,-0.8609,2.2011,1.8701,1.361,0.3751,0.2223,0.1043,0.0211,-0.0077,-0.0473,-0.0186,0.0714,43.1923,0.027,0.0576,0.0178,0.1,xmiless
2931,71,7.060018,1.9568,-1.4166,2.1687,1.8412,1.3389,0.3652,0.2146,0.0993,0.0198,-0.0027,-0.0364,0.1125,0.3069,43.1047,0.0277,0.0589,0.0106,0.1,xmiless
2932,72,7.080013,1.9943,-1.5822,2.1382,1.8144,1.3191,0.3577,0.2093,0.0963,0.0191,-0.0008,-0.0318,0.1518,0.3723,43.0111,0.0286,0.0605,0.009,0.1,xmiless
2933,73,7.099991,2.0347,-1.5665,2.1076,1.7877,1.2998,0.3512,0.2051,0.0941,0.0186,-0.0002,-0.0302,0.1575,0.3795,42.9121,0.0297,0.0626,0.0091,0.1,xmiless
2934,74,7.119981,2.0759,-1.5484,2.075,1.7592,1.2794,0.3444,0.2007,0.0918,0.0182,0.0003,-0.0285,0.1626,0.3858,42.7967,0.0309,0.0649,0.0093,0.1,xmiless
2935,75,7.140005,2.1185,-1.5271,2.0405,1.7291,1.2579,0.3373,0.1961,0.0895,0.0178,0.0008,-0.0267,0.1669,0.3907,42.6646,0.0321,0.0673,0.0094,0.1,xmiless
2936,76,7.159988,2.1617,-1.5021,2.006,1.6989,1.2363,0.3302,0.1915,0.0871,0.0173,0.0013,-0.0251,0.1699,0.3936,42.5309,0.0335,0.0698,0.0096,0.1,xmiless
2937,77,7.180011,2.2065,-1.4724,1.9718,1.6689,1.2148,0.323,0.1869,0.0848,0.0169,0.0017,-0.0235,0.1716,0.3943,42.3864,0.0349,0.0726,0.0098,0.1,xmiless
2938,78,7.200002,2.2506,-1.4391,1.938,1.6393,1.1936,0.3159,0.1823,0.0825,0.0165,0.0021,-0.0221,0.1712,0.3919,42.2347,0.0364,0.0754,0.0101,0.1,xmiless
2939,79,7.220004,2.2929,-1.3775,1.9093,1.6143,1.1759,0.3103,0.1789,0.0808,0.0162,0.002,-0.0218,0.1617,0.3753,42.1234,0.0378,0.0781,0.0107,0.1,xmiless
2940,80,7.24,2.3251,-1.2872,1.8823,1.5907,1.1593,0.3051,0.1758,0.0794,0.016,0.0016,-0.0219,0.1457,0.3458,42.0535,0.0389,0.0803,0.0116,0.1,xmiless
2941,81,7.26,2.3579,-1.1631,1.8537,1.5657,1.1417,0.2994,0.1722,0.0776,0.0157,0.0016,-0.0215,0.136,0.3242,41.9782,0.0401,0.0825,0.0129,0.1,xmiless
2942,82,7.280009,2.3903,-1.1183,1.8231,1.5388,1.1225,0.2928,0.1679,0.0753,0.0153,0.0023,-0.0195,0.1446,0.3349,41.8999,0.0413,0.0848,0.0135,0.1,xmiless
2943,83,7.300008,2.4244,-1.0671,1.7907,1.5103,1.1022,0.286,0.1634,0.073,0.0149,0.003,-0.0174,0.1533,0.3455,41.8185,0.0427,0.0872,0.0141,0.1,xmiless
2944,84,7.320001,2.4592,-1.0091,1.7569,1.4804,1.0809,0.2789,0.1588,0.0706,0.0144,0.0037,-0.0154,0.1619,0.3556,41.7336,0.0441,0.0898,0.0148,0.1,xmiless
2945,85,7.340008,2.4942,-0.9422,1.7254,1.4526,1.0608,0.2723,0.1545,0.0683,0.014,0.0044,-0.0134,0.1699,0.3645,41.6513,0.0456,0.0925,0.0157,0.1,xmiless
2946,86,7.360006,2.5252,-0.8478,1.6971,1.428,1.0439,0.267,0.1513,0.0667,0.0137,0.0047,-0.0124,0.1716,0.3634,41.5747,0.0469,0.0949,0.0171,0.1,xmiless
2947,87,7.379994,2.5471,-0.7404,1.6711,1.4056,1.0288,0.2627,0.1487,0.0656,0.0135,0.0045,-0.0123,0.1641,0.3472,41.5144,0.0478,0.0966,0.0188,0.1,xmiless
2948,88,7.400002,2.57,-0.6344,1.6438,1.3822,1.0133,0.2583,0.1462,0.0645,0.0134,0.0044,-0.0122,0.156,0.3297,41.4513,0.0487,0.0983,0.0207,0.1,xmiless
2949,89,7.420005,2.5933,-0.5862,1.6146,1.3571,0.9966,0.2534,0.1431,0.063,0.0131,0.0048,-0.011,0.16,0.3326,41.3852,0.0498,0.1002,0.0215,0.1,xmiless
2950,90,7.439995,2.6175,-0.551,1.5849,1.3317,0.98,0.2484,0.14,0.0615,0.0129,0.0054,-0.0095,0.1664,0.3396,41.3156,0.0508,0.1021,0.0222,0.1,xmiless
2951,91,7.462398,2.6451,-0.5064,1.552,1.3037,0.9618,0.2428,0.1365,0.0598,0.0126,0.006,-0.008,0.1735,0.3469,41.2307,0.0521,0.1044,0.023,0.1,xmiless
2952,92,7.477121,2.6638,-0.4741,1.5295,1.2845,0.9495,0.239,0.1342,0.0587,0.0124,0.0064,-0.0069,0.1783,0.3516,41.1701,0.053,0.106,0.0237,0.1,xmiless
2953,93,7.491362,2.6822,-0.4401,1.5072,1.2656,0.9376,0.2353,0.1319,0.0576,0.0122,0.0068,-0.0059,0.1829,0.3561,41.1091,0.0539,0.1076,0.0244,0.1,xmiless
2954,94,7.50515,2.7004,-0.4047,1.4848,1.2467,0.9258,0.2316,0.1297,0.0566,0.012,0.0072,-0.0049,0.1874,0.3603,41.0474,0.0548,0.1092,0.0251,0.1,xmiless
2955,95,7.518514,2.7185,-0.3673,1.4629,1.2282,0.9143,0.228,0.1274,0.0556,0.0118,0.0075,-0.0039,0.1919,0.3644,40.9884,0.0557,0.1108,0.026,0.1,xmiless
2956,96,7.531479,2.7366,-0.3279,1.4418,1.2105,0.9035,0.2245,0.1253,0.0546,0.0117,0.0079,-0.003,0.1962,0.3682,40.9334,0.0566,0.1125,0.0269,0.1,xmiless
2957,97,7.544068,2.754,-0.2865,1.4227,1.1945,0.8938,0.2213,0.1234,0.0537,0.0115,0.0083,-0.0021,0.2003,0.3715,40.8817,0.0575,0.1141,0.0279,0.1,xmiless
2958,98,7.556303,2.7704,-0.2427,1.4049,1.1798,0.8853,0.2183,0.1216,0.0529,0.0114,0.0086,-0.0013,0.2039,0.3742,40.8386,0.0583,0.1156,0.029,0.1,xmiless
